observation_id,user_id,taxon_id,scientific_name,common_name,sound_id,license_code,file_url,path
98902120,3685370,9083,Cardinalis cardinalis,Northern Cardinal,319075,cc-by-nc,https://static.inaturalist.org/sounds/319075.m4a?1634840603,audio/319075.m4a
98978845,5036604,9083,Cardinalis cardinalis,Northern Cardinal,319488,cc-by-nc,https://static.inaturalist.org/sounds/319488.m4a?1634911512,audio/319488.m4a
99047077,14339,9083,Cardinalis cardinalis,Northern Cardinal,319818,cc-by,https://static.inaturalist.org/sounds/319818.wav?1634959207,audio/319818.wav
99109240,3564921,9083,Cardinalis cardinalis,Northern Cardinal,320145,cc-by-nc,https://static.inaturalist.org/sounds/320145.m4a?1635010995,audio/320145.m4a
99154260,2378648,9083,Cardinalis cardinalis,Northern Cardinal,320348,cc-by-nc,https://static.inaturalist.org/sounds/320348.wav?1635034587,audio/320348.wav
99203841,3185444,9083,Cardinalis cardinalis,Northern Cardinal,320602,cc-by-nc,https://static.inaturalist.org/sounds/320602.m4a?1635076715,audio/320602.m4a
99378321,5158628,9083,Cardinalis cardinalis,Northern Cardinal,321374,cc-by-nc,https://static.inaturalist.org/sounds/321374.m4a?1635190381,audio/321374.m4a
99459130,5025178,9083,Cardinalis cardinalis,Northern Cardinal,321678,cc-by-nc,https://static.inaturalist.org/sounds/321678.m4a?1635259208,audio/321678.m4a
99480410,5138786,9083,Cardinalis cardinalis,Northern Cardinal,321761,cc-by-nc,https://static.inaturalist.org/sounds/321761.m4a?1635275241,audio/321761.m4a
99495749,1539230,9083,Cardinalis cardinalis,Northern Cardinal,321807,cc-by-nc,https://static.inaturalist.org/sounds/321807.wav?1635292858,audio/321807.wav
99542853,3564162,9083,Cardinalis cardinalis,Northern Cardinal,321978,cc-by-nc,https://static.inaturalist.org/sounds/321978.m4a?1635343281,audio/321978.m4a
99545568,5025164,9083,Cardinalis cardinalis,Northern Cardinal,321988,cc-by-nc,https://static.inaturalist.org/sounds/321988.m4a?1635345659,audio/321988.m4a
99745564,4925104,9083,Cardinalis cardinalis,Northern Cardinal,322835,cc-by-nc,https://static.inaturalist.org/sounds/322835.m4a?1635549437,audio/322835.m4a
99750834,4629743,9083,Cardinalis cardinalis,Northern Cardinal,322860,cc-by-nc,https://static.inaturalist.org/sounds/322860.m4a?1635554362,audio/322860.m4a
99777294,1543491,9083,Cardinalis cardinalis,Northern Cardinal,323022,cc-by-nc,https://static.inaturalist.org/sounds/323022.mpga?1635592917,audio/323022.mpga
99778573,1543491,9083,Cardinalis cardinalis,Northern Cardinal,323028,cc-by-nc,https://static.inaturalist.org/sounds/323028.mpga?1635594285,audio/323028.mpga
99779052,1543491,9083,Cardinalis cardinalis,Northern Cardinal,323038,cc-by-nc,https://static.inaturalist.org/sounds/323038.mpga?1635595074,audio/323038.mpga
99790117,1543491,9083,Cardinalis cardinalis,Northern Cardinal,323086,cc-by-nc,https://static.inaturalist.org/sounds/323086.mpga?1635605608,audio/323086.mpga
100031824,2542595,9083,Cardinalis cardinalis,Northern Cardinal,324138,cc-by-nc,https://static.inaturalist.org/sounds/324138.m4a?1635817496,audio/324138.m4a
100137561,5008378,9083,Cardinalis cardinalis,Northern Cardinal,324625,cc-by-nc,https://static.inaturalist.org/sounds/324625.wav?1635938607,audio/324625.wav
100179443,4751609,9083,Cardinalis cardinalis,Northern Cardinal,324782,cc-by-nc,https://static.inaturalist.org/sounds/324782.wav?1635974279,audio/324782.wav
100204877,2617075,9083,Cardinalis cardinalis,Northern Cardinal,324963,cc-by-nc,https://static.inaturalist.org/sounds/324963.mp3?1635997313,audio/324963.mp3
100249781,5058109,9083,Cardinalis cardinalis,Northern Cardinal,325222,cc-by-nc,https://static.inaturalist.org/sounds/325222.m4a?1636049474,audio/325222.m4a
100312567,5029625,9083,Cardinalis cardinalis,Northern Cardinal,325557,cc-by-nc,https://static.inaturalist.org/sounds/325557.m4a?1636118357,audio/325557.m4a
100687106,4993250,9083,Cardinalis cardinalis,Northern Cardinal,327413,cc-by-nc,https://static.inaturalist.org/sounds/327413.m4a?1636471212,audio/327413.m4a
100929757,1432677,9083,Cardinalis cardinalis,Northern Cardinal,328752,cc-by-nc,https://static.inaturalist.org/sounds/328752.wav?1636728520,audio/328752.wav
100956510,4995618,9083,Cardinalis cardinalis,Northern Cardinal,328878,cc-by-nc,https://static.inaturalist.org/sounds/328878.m4a?1636753803,audio/328878.m4a
101232917,1513074,9083,Cardinalis cardinalis,Northern Cardinal,329831,cc-by,https://static.inaturalist.org/sounds/329831.wav?1637024397,audio/329831.wav
101381872,482629,9083,Cardinalis cardinalis,Northern Cardinal,330366,cc0,https://static.inaturalist.org/sounds/330366.m4a?1637212738,audio/330366.m4a
101531899,443220,9083,Cardinalis cardinalis,Northern Cardinal,330936,cc-by-nc,https://static.inaturalist.org/sounds/330936.m4a?1637418062,audio/330936.m4a
101551945,2785440,9083,Cardinalis cardinalis,Northern Cardinal,331005,cc-by-nc,https://static.inaturalist.org/sounds/331005.wav?1637434777,audio/331005.wav
101625564,741872,9083,Cardinalis cardinalis,Northern Cardinal,331307,cc-by-nc,https://static.inaturalist.org/sounds/331307.m4a?1637507757,audio/331307.m4a
101727794,3257358,9083,Cardinalis cardinalis,Northern Cardinal,331627,cc-by-nc,https://static.inaturalist.org/sounds/331627.wav?1637619270,audio/331627.wav
101889270,427918,9083,Cardinalis cardinalis,Northern Cardinal,332369,cc-by,https://static.inaturalist.org/sounds/332369.m4a?1637857300,audio/332369.m4a
101953530,1513074,9083,Cardinalis cardinalis,Northern Cardinal,336748,cc-by,https://static.inaturalist.org/sounds/336748.wav?1639259666,audio/336748.wav
102315806,4915694,9083,Cardinalis cardinalis,Northern Cardinal,334652,cc-by-nc,https://static.inaturalist.org/sounds/334652.m4a?1638390454,audio/334652.m4a
102327979,2928437,9083,Cardinalis cardinalis,Northern Cardinal,334699,cc-by-nc,https://static.inaturalist.org/sounds/334699.m4a?1638403983,audio/334699.m4a
102696346,171529,9083,Cardinalis cardinalis,Northern Cardinal,336027,cc-by-nc,https://static.inaturalist.org/sounds/336027.wav?1638934159,audio/336027.wav
102873000,4322475,9083,Cardinalis cardinalis,Northern Cardinal,336639,cc-by-nc,https://static.inaturalist.org/sounds/336639.m4a?1639237661,audio/336639.m4a
102873009,4322475,9083,Cardinalis cardinalis,Northern Cardinal,336642,cc-by-nc,https://static.inaturalist.org/sounds/336642.m4a?1639237679,audio/336642.m4a
102958238,1513074,9083,Cardinalis cardinalis,Northern Cardinal,337083,cc-by,https://static.inaturalist.org/sounds/337083.wav?1639349369,audio/337083.wav
103161044,4638237,9083,Cardinalis cardinalis,Northern Cardinal,338012,cc-by-nc,https://static.inaturalist.org/sounds/338012.m4a?1639686023,audio/338012.m4a
103316273,5265755,9083,Cardinalis cardinalis,Northern Cardinal,346642,cc-by-nc,https://static.inaturalist.org/sounds/346642.m4a?1642262944,audio/346642.m4a
103415824,4574904,9083,Cardinalis cardinalis,Northern Cardinal,339247,cc-by-nc,https://static.inaturalist.org/sounds/339247.m4a?1640095127,audio/339247.m4a
103415857,4574904,9083,Cardinalis cardinalis,Northern Cardinal,339249,cc-by-nc,https://static.inaturalist.org/sounds/339249.m4a?1640095174,audio/339249.m4a
103529877,970009,9083,Cardinalis cardinalis,Northern Cardinal,339734,cc-by,https://static.inaturalist.org/sounds/339734.m4a?1640275485,audio/339734.m4a
103687013,4672512,9083,Cardinalis cardinalis,Northern Cardinal,340529,cc-by-nc,https://static.inaturalist.org/sounds/340529.wav?1640528407,audio/340529.wav
103753708,4120289,9083,Cardinalis cardinalis,Northern Cardinal,341647,cc-by-nc,https://static.inaturalist.org/sounds/341647.m4a?1640884504,audio/341647.m4a
103822675,4368073,9083,Cardinalis cardinalis,Northern Cardinal,341105,cc-by-nc,https://static.inaturalist.org/sounds/341105.m4a?1640704330,audio/341105.m4a
104032671,1849425,9083,Cardinalis cardinalis,Northern Cardinal,341886,cc-by-nc,https://static.inaturalist.org/sounds/341886.wav?1640963472,audio/341886.wav
104038277,563128,9083,Cardinalis cardinalis,Northern Cardinal,341924,cc-by,https://static.inaturalist.org/sounds/341924.mp3?1640968947,audio/341924.mp3
104057701,1501126,9083,Cardinalis cardinalis,Northern Cardinal,341994,cc-by-nc,https://static.inaturalist.org/sounds/341994.wav?1640985636,audio/341994.wav
104114734,2750358,9083,Cardinalis cardinalis,Northern Cardinal,342300,cc-by-nc,https://static.inaturalist.org/sounds/342300.m4a?1641063507,audio/342300.m4a
104121543,4278631,9083,Cardinalis cardinalis,Northern Cardinal,342303,cc-by-nc,https://static.inaturalist.org/sounds/342303.m4a?1641064140,audio/342303.m4a
104152968,1110667,9083,Cardinalis cardinalis,Northern Cardinal,342449,cc-by-nc-sa,https://static.inaturalist.org/sounds/342449.wav?1641091098,audio/342449.wav
104410514,1924445,9083,Cardinalis cardinalis,Northern Cardinal,343453,cc0,https://static.inaturalist.org/sounds/343453.m4a?1641397928,audio/343453.m4a
104431447,3564162,9083,Cardinalis cardinalis,Northern Cardinal,343638,cc-by-nc,https://static.inaturalist.org/sounds/343638.m4a?1641424373,audio/343638.m4a
104431451,3564162,9083,Cardinalis cardinalis,Northern Cardinal,343639,cc-by-nc,https://static.inaturalist.org/sounds/343639.m4a?1641424378,audio/343639.m4a
104437280,2545196,9083,Cardinalis cardinalis,Northern Cardinal,343668,cc-by,https://static.inaturalist.org/sounds/343668.wav?1641431353,audio/343668.wav
104465461,563128,9083,Cardinalis cardinalis,Northern Cardinal,343755,cc-by,https://static.inaturalist.org/sounds/343755.mp3?1641480802,audio/343755.mp3
104500181,1913736,9083,Cardinalis cardinalis,Northern Cardinal,343982,cc-by,https://static.inaturalist.org/sounds/343982.wav?1641526315,audio/343982.wav
104521127,131068,9083,Cardinalis cardinalis,Northern Cardinal,344156,cc-by-nc,https://static.inaturalist.org/sounds/344156.wav?1641567911,audio/344156.wav
104578220,1501126,9083,Cardinalis cardinalis,Northern Cardinal,344466,cc-by-nc,https://static.inaturalist.org/sounds/344466.wav?1641654030,audio/344466.wav
104607862,3564162,9083,Cardinalis cardinalis,Northern Cardinal,344595,cc-by-nc,https://static.inaturalist.org/sounds/344595.m4a?1641685760,audio/344595.m4a
104608243,3564162,9083,Cardinalis cardinalis,Northern Cardinal,344604,cc-by-nc,https://static.inaturalist.org/sounds/344604.m4a?1641686120,audio/344604.m4a
104646700,4921782,9083,Cardinalis cardinalis,Northern Cardinal,344882,cc-by-nc,https://static.inaturalist.org/sounds/344882.wav?1641743586,audio/344882.wav
104649312,4014802,9083,Cardinalis cardinalis,Northern Cardinal,344901,cc0,https://static.inaturalist.org/sounds/344901.wav?1641746644,audio/344901.wav
104649779,4014802,9083,Cardinalis cardinalis,Northern Cardinal,344907,cc0,https://static.inaturalist.org/sounds/344907.wav?1641747116,audio/344907.wav
104771405,970009,9083,Cardinalis cardinalis,Northern Cardinal,345547,cc-by,https://static.inaturalist.org/sounds/345547.m4a?1641926610,audio/345547.m4a
104849928,5294175,9083,Cardinalis cardinalis,Northern Cardinal,345890,cc-by-nc,https://static.inaturalist.org/sounds/345890.m4a?1642048122,audio/345890.m4a
104919979,3257417,9083,Cardinalis cardinalis,Northern Cardinal,346387,cc-by-nc,https://static.inaturalist.org/sounds/346387.wav?1642175633,audio/346387.wav
104996158,1783503,9083,Cardinalis cardinalis,Northern Cardinal,346719,cc-by,https://static.inaturalist.org/sounds/346719.m4a?1642285260,audio/346719.m4a
105156046,312809,9083,Cardinalis cardinalis,Northern Cardinal,347434,cc-by-nc,https://static.inaturalist.org/sounds/347434.m4a?1642515992,audio/347434.m4a
105194529,3564162,9083,Cardinalis cardinalis,Northern Cardinal,347621,cc-by-nc,https://static.inaturalist.org/sounds/347621.m4a?1642567675,audio/347621.m4a
105197108,2617075,9083,Cardinalis cardinalis,Northern Cardinal,347637,cc-by-nc,https://static.inaturalist.org/sounds/347637.mp3?1642571837,audio/347637.mp3
105244519,1319887,9083,Cardinalis cardinalis,Northern Cardinal,347866,cc-by-nc,https://static.inaturalist.org/sounds/347866.wav?1642648424,audio/347866.wav
105363384,2340900,9083,Cardinalis cardinalis,Northern Cardinal,348554,cc-by,https://static.inaturalist.org/sounds/348554.m4a?1642862308,audio/348554.m4a
105399941,3257417,9083,Cardinalis cardinalis,Northern Cardinal,348687,cc-by-nc,https://static.inaturalist.org/sounds/348687.wav?1642897610,audio/348687.wav
105439428,5304825,9083,Cardinalis cardinalis,Northern Cardinal,348895,cc-by-nc,https://static.inaturalist.org/sounds/348895.m4a?1642957442,audio/348895.m4a
105448159,4014802,9083,Cardinalis cardinalis,Northern Cardinal,348955,cc0,https://static.inaturalist.org/sounds/348955.wav?1642966469,audio/348955.wav
105463062,4014802,9083,Cardinalis cardinalis,Northern Cardinal,349036,cc0,https://static.inaturalist.org/sounds/349036.wav?1642979337,audio/349036.wav
105504371,735976,9083,Cardinalis cardinalis,Northern Cardinal,349293,cc-by-nc,https://static.inaturalist.org/sounds/349293.m4a?1643041236,audio/349293.m4a
105506069,395216,9083,Cardinalis cardinalis,Northern Cardinal,349312,cc-by-nc,https://static.inaturalist.org/sounds/349312.wav?1643043416,audio/349312.wav
105564213,2040051,9083,Cardinalis cardinalis,Northern Cardinal,349894,cc-by-nc,https://static.inaturalist.org/sounds/349894.wav?1643133731,audio/349894.wav
105567630,563128,9083,Cardinalis cardinalis,Northern Cardinal,349922,cc-by,https://static.inaturalist.org/sounds/349922.mp3?1643138240,audio/349922.mp3
105573425,1501126,9083,Cardinalis cardinalis,Northern Cardinal,350034,cc-by-nc,https://static.inaturalist.org/sounds/350034.wav?1643144842,audio/350034.wav
105628737,5327443,9083,Cardinalis cardinalis,Northern Cardinal,350623,cc-by-nc,https://static.inaturalist.org/sounds/350623.m4a?1643228925,audio/350623.m4a
105713506,851223,9083,Cardinalis cardinalis,Northern Cardinal,351118,cc0,https://static.inaturalist.org/sounds/351118.wav?1643376798,audio/351118.wav
105713810,851223,9083,Cardinalis cardinalis,Northern Cardinal,351119,cc0,https://static.inaturalist.org/sounds/351119.wav?1643377275,audio/351119.wav
105767935,3564162,9083,Cardinalis cardinalis,Northern Cardinal,351368,cc-by-nc,https://static.inaturalist.org/sounds/351368.m4a?1643461990,audio/351368.m4a
105855121,496112,9083,Cardinalis cardinalis,Northern Cardinal,351788,cc0,https://static.inaturalist.org/sounds/351788.m4a?1643571408,audio/351788.m4a
105909567,9570,9083,Cardinalis cardinalis,Northern Cardinal,352145,cc-by,https://static.inaturalist.org/sounds/352145.mp3?1643642943,audio/352145.mp3
105912469,298979,9083,Cardinalis cardinalis,Northern Cardinal,352174,cc-by-nc,https://static.inaturalist.org/sounds/352174.wav?1643647418,audio/352174.wav
105913300,1319887,9083,Cardinalis cardinalis,Northern Cardinal,352176,cc-by-nc,https://static.inaturalist.org/sounds/352176.wav?1643648211,audio/352176.wav
105925514,2350853,9083,Cardinalis cardinalis,Northern Cardinal,352254,cc0,https://static.inaturalist.org/sounds/352254.m4a?1643662133,audio/352254.m4a
105931996,2888544,9083,Cardinalis cardinalis,Northern Cardinal,352342,cc-by-nc,https://static.inaturalist.org/sounds/352342.m4a?1643673877,audio/352342.m4a
105934215,5314311,9083,Cardinalis cardinalis,Northern Cardinal,352325,cc-by-nc,https://static.inaturalist.org/sounds/352325.m4a?1643671888,audio/352325.m4a
105965570,386843,9083,Cardinalis cardinalis,Northern Cardinal,352529,cc-by-nc,https://static.inaturalist.org/sounds/352529.wav?1643727785,audio/352529.wav
105971531,563128,9083,Cardinalis cardinalis,Northern Cardinal,352555,cc-by,https://static.inaturalist.org/sounds/352555.mp3?1643736496,audio/352555.mp3
105989686,5310775,9083,Cardinalis cardinalis,Northern Cardinal,352650,cc-by-nc,https://static.inaturalist.org/sounds/352650.wav?1643757161,audio/352650.wav
106014541,4818703,9083,Cardinalis cardinalis,Northern Cardinal,352768,cc-by-nc,https://static.inaturalist.org/sounds/352768.m4a?1643803247,audio/352768.m4a
106016884,800658,9083,Cardinalis cardinalis,Northern Cardinal,352788,cc-by-nc,https://static.inaturalist.org/sounds/352788.wav?1643807902,audio/352788.wav
106027421,4120289,9083,Cardinalis cardinalis,Northern Cardinal,352879,cc-by-nc,https://static.inaturalist.org/sounds/352879.m4a?1643823910,audio/352879.m4a
106041312,157371,9083,Cardinalis cardinalis,Northern Cardinal,352940,cc-by-nc,https://static.inaturalist.org/sounds/352940.m4a?1643841292,audio/352940.m4a
106171359,199546,9083,Cardinalis cardinalis,Northern Cardinal,353787,cc-by-nc,https://static.inaturalist.org/sounds/353787.m4a?1644068320,audio/353787.m4a
106172587,199546,9083,Cardinalis cardinalis,Northern Cardinal,353794,cc-by-nc,https://static.inaturalist.org/sounds/353794.m4a?1644070338,audio/353794.m4a
106198592,2617075,9083,Cardinalis cardinalis,Northern Cardinal,353950,cc-by-nc,https://static.inaturalist.org/sounds/353950.mp3?1644097821,audio/353950.mp3
106203343,4014802,9083,Cardinalis cardinalis,Northern Cardinal,353968,cc0,https://static.inaturalist.org/sounds/353968.wav?1644101738,audio/353968.wav
106236935,851223,9083,Cardinalis cardinalis,Northern Cardinal,354242,cc0,https://static.inaturalist.org/sounds/354242.wav?1644149920,audio/354242.wav
106236939,17564,9083,Cardinalis cardinalis,Northern Cardinal,354238,cc-by-nc,https://static.inaturalist.org/sounds/354238.wav?1644149359,audio/354238.wav
106246784,312809,9083,Cardinalis cardinalis,Northern Cardinal,354341,cc-by-nc,https://static.inaturalist.org/sounds/354341.m4a?1644162258,audio/354341.m4a
106249841,5017463,9083,Cardinalis cardinalis,Northern Cardinal,354368,cc-by-nc,https://static.inaturalist.org/sounds/354368.m4a?1644165628,audio/354368.m4a
106259814,199546,9083,Cardinalis cardinalis,Northern Cardinal,354430,cc-by-nc,https://static.inaturalist.org/sounds/354430.m4a?1644175341,audio/354430.m4a
106341682,5316197,9083,Cardinalis cardinalis,Northern Cardinal,354814,cc-by-nc,https://static.inaturalist.org/sounds/354814.m4a?1644273598,audio/354814.m4a
106370893,1501126,9083,Cardinalis cardinalis,Northern Cardinal,354926,cc-by-nc,https://static.inaturalist.org/sounds/354926.wav?1644318237,audio/354926.wav
106384551,312809,9083,Cardinalis cardinalis,Northern Cardinal,355070,cc-by-nc,https://static.inaturalist.org/sounds/355070.m4a?1644339723,audio/355070.m4a
106388800,1630237,9083,Cardinalis cardinalis,Northern Cardinal,355104,cc-by-nc,https://static.inaturalist.org/sounds/355104.wav?1644344848,audio/355104.wav
106461913,978677,9083,Cardinalis cardinalis,Northern Cardinal,355497,cc-by-nc-sa,https://static.inaturalist.org/sounds/355497.m4a?1644449114,audio/355497.m4a
106462128,164735,9083,Cardinalis cardinalis,Northern Cardinal,355498,cc-by-nc,https://static.inaturalist.org/sounds/355498.wav?1644449378,audio/355498.wav
106493582,4695735,9083,Cardinalis cardinalis,Northern Cardinal,355686,cc-by-nc,https://static.inaturalist.org/sounds/355686.m4a?1644503330,audio/355686.m4a
106511159,4014802,9083,Cardinalis cardinalis,Northern Cardinal,355819,cc0,https://static.inaturalist.org/sounds/355819.wav?1644526429,audio/355819.wav
106513923,5297455,9083,Cardinalis cardinalis,Northern Cardinal,355828,cc-by-nc,https://static.inaturalist.org/sounds/355828.m4a?1644529153,audio/355828.m4a
106551747,922104,9083,Cardinalis cardinalis,Northern Cardinal,356038,cc0,https://static.inaturalist.org/sounds/356038.m4a?1644591792,audio/356038.m4a
106588879,3564162,9083,Cardinalis cardinalis,Northern Cardinal,356275,cc-by-nc,https://static.inaturalist.org/sounds/356275.m4a?1644641627,audio/356275.m4a
106602983,17564,9083,Cardinalis cardinalis,Northern Cardinal,356336,cc-by-nc,https://static.inaturalist.org/sounds/356336.wav?1644668292,audio/356336.wav
106644652,171529,9083,Cardinalis cardinalis,Northern Cardinal,356662,cc-by-nc,https://static.inaturalist.org/sounds/356662.wav?1644714032,audio/356662.wav
106682403,1432677,9083,Cardinalis cardinalis,Northern Cardinal,356939,cc-by-nc,https://static.inaturalist.org/sounds/356939.wav?1644768323,audio/356939.wav
106695830,426782,9083,Cardinalis cardinalis,Northern Cardinal,357053,cc-by-nc,https://static.inaturalist.org/sounds/357053.wav?1644781243,audio/357053.wav
106701367,5339304,9083,Cardinalis cardinalis,Northern Cardinal,357104,cc-by-nc,https://static.inaturalist.org/sounds/357104.mp3?1644786010,audio/357104.mp3
106710087,851223,9083,Cardinalis cardinalis,Northern Cardinal,357170,cc0,https://static.inaturalist.org/sounds/357170.wav?1644794026,audio/357170.wav
106711056,1693180,9083,Cardinalis cardinalis,Northern Cardinal,357179,cc-by-nc,https://static.inaturalist.org/sounds/357179.m4a?1644795033,audio/357179.m4a
106727402,1867224,9083,Cardinalis cardinalis,Northern Cardinal,357229,cc-by-nc,https://static.inaturalist.org/sounds/357229.mp3?1644814169,audio/357229.mp3
106742597,2853703,9083,Cardinalis cardinalis,Northern Cardinal,357309,cc-by-nc,https://static.inaturalist.org/sounds/357309.wav?1644846836,audio/357309.wav
106791999,3564162,9083,Cardinalis cardinalis,Northern Cardinal,357576,cc-by-nc,https://static.inaturalist.org/sounds/357576.m4a?1644924584,audio/357576.m4a
106807268,157371,9083,Cardinalis cardinalis,Northern Cardinal,357674,cc-by-nc,https://static.inaturalist.org/sounds/357674.m4a?1644947199,audio/357674.m4a
106810212,3550912,9083,Cardinalis cardinalis,Northern Cardinal,357707,cc-by-nc,https://static.inaturalist.org/sounds/357707.m4a?1644950616,audio/357707.m4a
106811273,5347779,9083,Cardinalis cardinalis,Northern Cardinal,357713,cc-by-nc,https://static.inaturalist.org/sounds/357713.m4a?1644952033,audio/357713.m4a
106812246,1867527,9083,Cardinalis cardinalis,Northern Cardinal,357722,cc-by-nc,https://static.inaturalist.org/sounds/357722.m4a?1644953334,audio/357722.m4a
106814848,5297455,9083,Cardinalis cardinalis,Northern Cardinal,357735,cc-by-nc,https://static.inaturalist.org/sounds/357735.m4a?1644956402,audio/357735.m4a
106825435,5364567,9083,Cardinalis cardinalis,Northern Cardinal,357790,cc-by-nc,https://static.inaturalist.org/sounds/357790.m4a?1644967386,audio/357790.m4a
106856054,157371,9083,Cardinalis cardinalis,Northern Cardinal,357946,cc-by-nc,https://static.inaturalist.org/sounds/357946.m4a?1645018984,audio/357946.m4a
106892732,3563772,9083,Cardinalis cardinalis,Northern Cardinal,358190,cc-by-nc,https://static.inaturalist.org/sounds/358190.wav?1645062829,audio/358190.wav
106928116,597353,9083,Cardinalis cardinalis,Northern Cardinal,358389,cc-by-nc,https://static.inaturalist.org/sounds/358389.m4a?1645121955,audio/358389.m4a
106949980,572980,9083,Cardinalis cardinalis,Northern Cardinal,358511,cc-by,https://static.inaturalist.org/sounds/358511.m4a?1645146177,audio/358511.m4a
106970116,2871991,9083,Cardinalis cardinalis,Northern Cardinal,358664,cc-by-nc,https://static.inaturalist.org/sounds/358664.m4a?1645189473,audio/358664.m4a
106993255,5368422,9083,Cardinalis cardinalis,Northern Cardinal,358833,cc-by-nc,https://static.inaturalist.org/sounds/358833.m4a?1645217581,audio/358833.m4a
106997085,199546,9083,Cardinalis cardinalis,Northern Cardinal,358846,cc-by-nc,https://static.inaturalist.org/sounds/358846.m4a?1645221727,audio/358846.m4a
107039583,1409076,9083,Cardinalis cardinalis,Northern Cardinal,359052,cc-by-nc,https://static.inaturalist.org/sounds/359052.mp3?1645284327,audio/359052.mp3
107041346,2175373,9083,Cardinalis cardinalis,Northern Cardinal,359070,cc-by,https://static.inaturalist.org/sounds/359070.m4a?1645286020,audio/359070.m4a
107043407,3583839,9083,Cardinalis cardinalis,Northern Cardinal,359081,cc-by-nc,https://static.inaturalist.org/sounds/359081.mp3?1645288000,audio/359081.mp3
107051786,1849425,9083,Cardinalis cardinalis,Northern Cardinal,359117,cc-by-nc,https://static.inaturalist.org/sounds/359117.wav?1645296369,audio/359117.wav
107052449,1849425,9083,Cardinalis cardinalis,Northern Cardinal,359131,cc-by-nc,https://static.inaturalist.org/sounds/359131.wav?1645296997,audio/359131.wav
